concept_id,concept_synonym_name,language_concept_id
192671,GI haemorrhage,4180186
192671,GI bleeding,4180186
192671,Gastrointestinal bleeding,4180186
192671,GIH - Gastrointestinal hemorrhage,4180186
9201,Inpatient Visit,4180186
192671,GIT - Gastrointestinal tract haemorrhage,4180186
192671,Gastrointestinal hemorrhage,4180186
192671,Gastrointestinal haemorrhage,4180186
192671,Gastrointestinal hemorrhage (disorder),4180186
192671,GI hemorrhage,4180186
192671,GI - Gastrointestinal bleed,4180186
192671,GIH - Gastrointestinal haemorrhage,4180186
192671,Gastrointestinal bleed,4180186
192671,GI - Gastrointestinal hemorrhage,4180186
192671,GI - Gastrointestinal haemorrhage,4180186
192671,GIT - Gastrointestinal tract hemorrhage,4180186
